# GuestAssets provenance manifest for the tracked iOS payload.
# Columns: kind<TAB>path<TAB>bytes<TAB>sha256<TAB>source/evidence<TAB>license metadata
# Hashes are of the bytes in the tracked CPIO member or standalone asset.
asset	apps/mobile/ios/Rish/GuestAssets/vmlinuz-virt-6.18.35	12575744	1e6bf9027720c75c3ed0d79171f21b5791ee40ca9795d07c7c6e04dc5ea2ae90	Alpine v3.24.1 netboot-3.24.1/vmlinuz-virt; runtime guest/x86_64/assets.lock.tsv	Linux GPL-2.0-only WITH Linux-syscall-note
asset	apps/mobile/ios/Rish/GuestAssets/rish-container.cpio	9835008	152905238ade87b7e1cd495508ff1bb92807b4440cc0ed056030e4dfd72caea0	Runtime commit 83233ea records this derived hash; member-level mapping below	mixed payload; see PROVENANCE.md
input	alpine-minirootfs-3.24.1-x86_64.tar.gz	3698422	41f73e3cf5fa919b8aa5ca6b30dc48f0da2720776d7423e2a7748211456fe081	Alpine v3.24.1 x86_64 release	contains the package records listed in minirootfs-packages.tsv
input	APKINDEX.tar.gz	528320	24281c730dfa9c721f2f21fc30ead29f99f557ff2d6736663617aaa5cd5d2102	https://dl-cdn.alpinelinux.org/alpine/v3.24/main/x86_64/APKINDEX.tar.gz; 83233ea lock	Alpine signed repository index
input	musl-1.2.6-r2.apk	415475	573712e2f49c15bfc20a2699f204acdfc74c772722b15e7353d768057fae0e71	https://dl-cdn.alpinelinux.org/alpine/v3.24/main/x86_64/musl-1.2.6-r2.apk	MIT
input	tree-2.3.2-r0.apk	32419	e5cdd8bd2d761c2a6a33a95955f85584fb2ca1228598b592e665df0b1801ad0c	https://dl-cdn.alpinelinux.org/alpine/v3.24/main/x86_64/tree-2.3.2-r0.apk	GPL-2.0-or-later
member	bin/busybox	804616	01a989eb4d1d04b0d146c790ac536abd88f374ec74a2e110c58910b840d42045	Alpine minirootfs 3.24.1, bin/busybox	busybox 1.37.0-r31, GPL-2.0-only
member	lib/ld-musl-x86_64.so.1	670312	38d022ce7425ff105ccfb53598f606e6e5f5f0a34bfbc793d65e6f34c9d72806	Alpine minirootfs 3.24.1, lib/ld-musl-x86_64.so.1	musl 1.2.6-r2, MIT
member	sbin/apk	115096	080ee6db0c5ad0f4e5497de64c6396f8e911191215c762eddb497f2783bde6c4	Alpine minirootfs 3.24.1, sbin/apk	apk-tools 3.0.6-r0, GPL-2.0-only
member	usr/lib/libapk.so.3.0.0	277184	51ee6652a1a1f36c83edb6fc425882d62c8d074a1ced144b85a961360919189c	Alpine minirootfs 3.24.1, usr/lib/libapk.so.3.0.0	libapk 3.0.6-r0, GPL-2.0-only
member	usr/lib/libssl.so.3	839544	f66bdb435337a4b90d193cff7436f2dc32fffe8aadaf2b3195fab534564e6e58	Alpine minirootfs 3.24.1, usr/lib/libssl.so.3	libssl3 3.5.7-r0, Apache-2.0
member	usr/lib/libcrypto.so.3	4985616	059af6669d3a004173bf551f3434d9bd767a9bdb83bc1ec687e97f10a13e8f10	Alpine minirootfs 3.24.1, usr/lib/libcrypto.so.3	libcrypto3 3.5.7-r0, Apache-2.0
member	usr/lib/libz.so.1.3.2	108376	a1e2c03dcdedba98a06a00cadfb67a0e0b1cd93986860ec0c5ce66e789c44e57	Alpine minirootfs 3.24.1, usr/lib/libz.so.1.3.2	zlib 1.3.2-r0, Zlib
member	etc/apk/keys/alpine-devel@lists.alpinelinux.org-4a6a0840.rsa.pub	451	9c102bcc376af1498d549b77bdbfa815ae86faa1d2d82f040e616b18ef2df2d4	Alpine minirootfs 3.24.1, etc/apk/keys	alpine-keys 2.6-r0, MIT
member	etc/apk/keys/alpine-devel@lists.alpinelinux.org-5261cecb.rsa.pub	451	12f899e55a7691225603d6fb3324940fc51cd7f133e7ead788663c2b7eecb00c	Alpine minirootfs 3.24.1, etc/apk/keys	alpine-keys 2.6-r0, MIT
member	etc/apk/keys/alpine-devel@lists.alpinelinux.org-6165ee59.rsa.pub	800	207e4696d3c05f7cb05966aee557307151f1f00217af4143c1bcaf33b8df733f	Alpine minirootfs 3.24.1, etc/apk/keys	alpine-keys 2.6-r0, MIT
member	opt/rish-apk-repo/main/x86_64/APKINDEX.tar.gz	528320	24281c730dfa9c721f2f21fc30ead29f99f557ff2d6736663617aaa5cd5d2102	Alpine v3.24 main/x86_64; runtime 83233ea lock	index signature; package metadata is in the APKINDEX
member	opt/rish-apk-repo/main/x86_64/musl-1.2.6-r2.apk	415475	573712e2f49c15bfc20a2699f204acdfc74c772722b15e7353d768057fae0e71	Alpine v3.24 main/x86_64; runtime assets.lock.tsv	musl 1.2.6-r2, MIT
member	opt/rish-apk-repo/main/x86_64/tree-2.3.2-r0.apk	32419	e5cdd8bd2d761c2a6a33a95955f85584fb2ca1228598b592e665df0b1801ad0c	Alpine v3.24 main/x86_64; runtime assets.lock.tsv	tree 2.3.2-r0, GPL-2.0-or-later
member	usr/bin/rish-guest-agent	1047592	53b0b0702920f7c5d46c2f00490f7819f4774d6c50dee609942ce05c09b96f04	rish runtime commit 2b66dd9 guest-agent source; fresh Rust 1.97.1 build with zig-musl-cc matched	rish source, MIT
member	init	846	70d18ed7699d9c43456d141d646e5540a4b8c4fd0cda02a8751991f537f5a497	rish runtime commit 2b66dd9 guest/x86_64/container-overlay/init	rish source, MIT
member	container-demo.sh	1033	737a013505e4647fc0551e2485f014045cf34b55a960cb0a32c4a808780c8acd	rish runtime commit 2b66dd9 guest/x86_64/container-overlay/container-demo.sh	rish source, MIT
member	etc/group	26	5a2aa1c5c06249d726a2bd35bba20289a94d37c18cac2485da47f62e07379b25	rish runtime commit 2b66dd9 guest/x86_64/container-overlay/etc/group	rish source, MIT
member	etc/hostname	15	2661661e091858791815646453ab3f4d4aee410fb57354506bca9a784706ab2c	rish runtime commit 2b66dd9 guest/x86_64/container-overlay/etc/hostname	rish source, MIT
member	etc/hosts	34	5b482934e815684756d8d7e395c954a688b4d5c0089332d0dee7ff70014b7b90	rish runtime commit 2b66dd9 guest/x86_64/container-overlay/etc/hosts	rish source, MIT
member	etc/passwd	71	1495b44255617fda7128cf07a7b3350be7992e25ed128c3e4107ce51a13dbbc2	rish runtime commit 2b66dd9 guest/x86_64/container-overlay/etc/passwd	rish source, MIT
member	etc/apk/repositories	31	bf5d35e90a92e849fcf06f349f808b29929fca2c7c3a2d281b84776554902e7b	rish runtime commit 83233ea guest/x86_64/container-overlay/etc/apk/repositories	rish source, MIT
member	etc/apk/world	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	rish runtime commit 83233ea guest/x86_64/container-overlay/etc/apk/world	rish source, MIT
member	lib/apk/db/installed	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	created empty by runtime 83233ea recipe; not copied from minirootfs	payload bookkeeping intentionally empty
member	lib/libc.musl-x86_64.so.1	19	710876f06fc3b4976fb904623c2db455406fbca3dc024b0bb87d0036cbaf1937	symlink payload is ld-musl-x86_64.so.1; materialized from minirootfs path	musl 1.2.6-r2, MIT
member	usr/lib/libz.so.1	13	aca38988cbda420e300ac2f10ee427759d5805c859381683cd8aef7d054a5de4	symlink payload is libz.so.1.3.2; created by runtime recipe	zlib 1.3.2-r0, Zlib
